V2;V3;V4;V1
1,560260867;0,870229709;2,004631363;3
3,100239096;0,592677895;-1,045872048;4
1,558951357;-1,517710119;-1,679232158;5
2,802142758;-1,355008939;0,175670665;6
0,941979407;1,023413326;1,036624631;7
-0,241129408;0,592399292;-3,238060794;8
-0,97322668;1,93339585;1,656804542;9
0,09612752;-0,747714032;1,553679313;10
-0,011804938;-3,080853241;-0,01614095;1
-0,07617891;0,279424987;2,633514035;2
2,295154893;1,776358022;-1,40592896;3
0,453904958;-0,5332251;-2,615561486;4
0,783091281;-2,91190095;-0,486498243;5
1,61266123;-0,649963867;1,108740629;6
-0,540905356;1,95978085;-2,016620771;7
1,493358795;2,613169887;-1,146757189;8
-1,032796828;-0,171738582;2,048057096;1
1,955159737;-0,586638326;1,586753879;2
1,247620626;1,473343086;1,632229547;3
0,806960282;0,231320929;2,228993208;4
2,152212473;0,476632358;-2,128449328;5
2,69294568;-1,262692757;0,654788313;6
1,824781353;0,227026656;-0,0751969;7
1,270795333;1,328006961;-2,484342178;8
-0,008278084;1,074841114;2,482572354;9
0,182616453;-2,06771576;1,751505668;10
0,091293943;-2,591691923;-0,006558374;1
0,74032687;-1,44691563;2,123069528;2
2,386344335;1,789939278;0,217235773;3
1,463973334;1,288959373;-0,905632531;4
0,735422797;-2,879475506;0,010166942;5
1,041893779;-1,043678837;1,115098058;6
-0,288194622;2,405277895;-1,109823389;7
1,099283589;2,559708765;-1,479592275;8
-1,903552146;-1,574836395;1,938355029;1
2,594944063;-0,959141341;1,423572339;2
1,580957586;0,307124247;2,839345398;3
0,643142762;0,44789501;1,326254642;4
2,403482126;-0,37045385;-2,037591165;5
2,629633428;-1,50650347;1,08670022;6
2,224397396;0,072878994;0,182767276;7
1,062028873;1,744845546;-2,303615425;8
-0,586412744;1,368921125;2,818576864;9
-0,652436944;-1,475150428;1,534207288;10
-1,355689983;-2,640899474;1,406624927;1
1,431968397;-0,388675383;2,26089855;2
2,54003615;1,908532108;-0,792405208;3
0,208597244;-0,769063519;-2,981900626;4
0,499252923;-2,537927978;0,984988676;5
1,096887801;-1,484163149;-1,00280474;6
0,071545529;2,667614659;-1,730899942;7
0,832201128;2,271184914;-1,788495087;8
-1,480420687;0,207328307;2,955428036;1
0,800356057;-2,105741908;2,280577708;2
1,734316102;0,640983071;1,09264078;3
2,924706111;0,446405843;-0,601133183;4
1,416184801;-2,272343768;-1,347723918;5
2,265022523;-1,05609173;0,499231934;6
1,325678169;1,343208688;0,62518673;7
-0,359933658;0,397374572;-2,592765918;8
-0,082792154;0,437020463;2,067167986;9
0,105185126;-1,949317306;2,276382841;10
-1,081359682;-2,510961512;-0,238966138;1
0,731706066;-0,454006828;2,055677497;2
2,295488272;2,246002447;0,400951753;3
0,947961354;0,407519579;-3,043660912;4
0,647566974;-2,996286796;1,118817434;5
0,84084225;-1,355952552;0,780339325;6
-0,564524594;2,018200607;-0,955509037;7
-0,733282187;1,022899082;-2,087220685;8
-2,181056859;0,022462244;1,525599011;1
2,454810208;-0,576884843;1,831848945;2
1,074924488;1,515317967;2,585400692;3
2,728817399;0,621193126;-0,175601728;4
1,406282887;-0,670741336;-2,827090072;5
1,323396544;-1,014132686;-0,962940833;6
1,937884086;0,136838431;0,587513262;7
-0,308289047;-0,086477972;-2,707742219;8
-1,234727318;1,780697612;1,258934382;9
-0,243016283;-2,291360589;0,766075309;10
-1,681890895;-1,556276383;1,355828298;1
1,617222868;-0,603104224;2,672846427;2
2,233210522;1,748254641;1,03330407;3
0,509151731;-1,118218584;-2,787587114;4
0,452359126;-2,043194702;1,040124483;5
0,777813254;-1,856183287;-1,10176155;6
0,118815842;1,804390054;-0,542104492;7
-0,969858523;1,326629379;-2,40624975;8
-2,365580959;0,063195375;1,06268253;1
1,965490837;-0,618398038;2,085637221;2
0,963024193;2,313955874;2,034263008;3
0,310988863;0,12742316;1,518534596;4
1,912588911;-1,169197065;-1,738216322;5
2,572261591;-0,259735734;-0,286363206;6
2,015312273;0,574360382;0,358211239;7
-0,38808703;-0,5608544;-2,844121417;8
-0,850593512;1,003955071;1,922939119;9
-0,617010485;-0,617888978;2,327632143;10
0,213776248;-2,626723036;-0,490056984;1
1,511325415;-0,811449141;1,929267648;2
0,971301307;2,463340172;0,391665404;3
-0,088278615;-1,143235544;-2,834049282;4
1,160168743;-2,467649175;-0,792087034;5
0,800199335;-2,331078574;-0,334383814;6
0,338660098;2,52192761;-2,12766825;7
-1,349270951;1,031593641;-2,544090681;8
-2,524918282;-0,881283863;0,848493254;1
2,272242057;-0,117278373;1,905542657;2
1,918802584;1,282063533;1,013430357;3
2,859068172;0,230105959;0,107392202;4
1,118957875;-2,553640964;-1,63500086;5
1,924033496;-0,03778952;-1,37817183;6
1,409816383;-0,086351634;-1,645058573;7
-0,867623543;-0,503595186;-2,973605452;8
-1,159759515;1,665405039;0,778218821;9
0,250641262;-2,547257327;1,627358535;10
0,057726678;-3,183104074;-0,500609857;1
-0,113026907;0,616346776;3,00110883;2
1,996957334;1,55890951;-0,909750163;3
0,965650362;0,334536088;-1,652302296;4
1,574931489;-2,624428891;0,241282914;5
1,140786566;-1,315014848;1,523260999;6
0,340935656;2,23213078;0,138727932;7
-1,461042927;1,368387311;-2,191844958;8
-2,254959033;-1,211112268;1,613551276;1
2,722479913;-0,761217635;0,982481857;2
1,387928153;2,441208551;1,514596588;3
1,336678502;0,163020654;1,828394031;4
1,838218213;0,087886984;-1,954296982;5
2,677294938;-0,738095035;-1,45375941;6
2,405143906;0,125466515;0,765105321;7
-1,215804257;-0,678981134;-2,660540028;8
-0,34445583;2,242053029;1,365965964;9
-0,106926285;-2,871187388;1,496153486;10
0,209768783;-2,650740029;-0,989463756;1
0,510372762;-0,157173961;2,574228215;2
1,074441715;2,230760157;0,822093786;3
0,040036503;-1,160957257;-2,351119503;4
0,136027603;-1,671702649;1,149339969;5
2,64243178;-0,442887415;0,538813939;6
-2,273969509;-1,528069257;1,227317061;1
2,666447306;-0,131772989;1,598309639;2
1,148190302;0,872155186;2,287817066;3
3,085981069;0,527991169;0,438715215;4
1,673303127;-1,890511129;-2,062679164;5
1,319055788;-0,984667016;-1,462052977;6
2,187098029;0,989748909;0,577167916;7
-0,548324659;-0,151233035;-3,141550572;8
-1,169935209;-2,583470924;-0,725686552;1
0,650980454;0,312355198;3,193538354;2
2,396693835;1,787415108;-0,282650731;3
0,341678096;-1,498687773;-2,139104295;4
2,495670651;-1,995700791;-0,375617288;5
0,948175134;-1,786473625;-1,56664583;6
-2,334227518;-1,649199778;0,74596857;1
2,798622421;0,075364566;1,162851521;2
1,435811197;1,328791567;1,192128233;3
3,070536431;0,5225061;0,93844652;4
2,097825113;-1,654201426;-1,894460501;5
2,807149778;-0,309690536;-0,724919995;6
2,524041976;1,000264972;0,207900819;7
-0,808341268;0,615959384;-2,626696657;8
0,314120885;-2,794810989;0,392303505;1
-0,037404569;-0,251142699;2,232709445;2
0,609544888;2,456313979;0,736749344;3
0,387748011;-1,61962322;-2,622066178;4
0,779682547;-2,420806116;1,382029852;5
1,681239912;-0,172536749;1,24049916;6
-2,590410612;-0,390623771;0,778041646;1
2,620412055;0,46577196;1,419411713;2
1,180929164;0,875932859;2,78672978;3
2,817211329;1,009446857;-0,828163117;4
2,839520795;-1,37148782;-0,918168585;5
1,36207288;-0,779552601;-1,916010692;6
1,762731855;-0,173723784;0,236981085;7
0,095543407;1,00514155;-3,173062794;8
-1,519177134;-2,38711392;-0,031655615;1
-0,431405086;-0,147093072;3,224960274;2
0,504464669;2,670976316;1,175928384;3
-0,470325811;-1,220636593;-2,520921484;4
1,298623348;-2,812747146;-1,126358949;5
1,239058363;-0,525427786;0,475579735;6
-2,159281292;-2,063930086;0,52827018;1
3,162971463;-0,548006608;0,879972086;2
1,771080334;0,948189408;1,485416362;3
3,12891227;0,032418117;0,489353756;4
0,744201428;-2,494649109;-1,309305348;5
3,014857332;-0,952257918;-0,030591608;6
0,484655695;1,204707894;0,616200964;7
-0,696227887;0,317919784;-3,231106519;8
-1,753483879;-2,443777661;0,406396402;1
0,528096904;0,654301171;2,85006698;2
0,932674979;2,782229686;0,935157751;3
-0,090890806;-1,7583001;-2,581156451;4
0,956492731;-2,641342068;0,390193981;5
0,952761092;-1,789077388;-2,066618018;6
-2,713568905;-0,087065395;0,40030583;1
2,246232522;-0,360926059;2,409508007;2
0,689766223;1,23650589;2,430749678;3
0,422064414;0,748485377;0,993433677;4
0,723043661;-2,278086845;-1,766613407;5
2,754440311;-0,147121495;-1,194806172;6
2,277608007;-0,172393179;1,145912617;7
0,048923998;1,082034799;-2,1134079;8
0,084902773;-2,814490885;-1,445088752;1
0,993071012;0,11087323;2,772137098;2
0,100539723;2,466618744;0,963601701;3
0,841591615;-0,477572143;-2,077987868;4
-2,695356327;-1,19649776;1,377253498;1
0,735426669;-1,994082994;1,797549281;2
0,59404009;1,358757739;1,955469769;3
0,671824174;-0,554215408;1,307200444;4
1,472657028;-0,240219437;-2,260366823;5
3,127383783;-0,942695003;0,456487799;6
0,90748368;0,969998924;1,532565098;7
-1,272745562;0,509624693;-2,778425315;8
-0,971430966;-3,029920409;0,249362185;1
1,235735446;-0,815082367;2,916839488;2
0,067085851;2,819931149;1,367010111;3
0,536066724;-0,854580263;-2,198484418;4
-1,543556708;-0,882475401;2,673688256;1
1,447531207;-2,64068784;1,004763996;2
2,257945961;1,13613358;1,350604227;3
2,355045885;1,046164339;-1,707674339;4
1,083376487;-1,01618075;-2,664599865;5
3,197368884;-0,48689386;-0,019374386;6
2,746657465;1,357055171;0,478350626;7
-0,487145284;1,637984738;-2,780564934;8
-1,450913015;-2,985778609;0,114645944;1
-0,531080766;0,850080543;3,144634079;2
0,789103151;2,585614617;-0,358771083;3
-0,125627121;-1,775561245;-2,08266328;4
-2,759912306;0,353132705;0,960510455;1
2,179508043;-1,958579319;1,364664349;2
0,701641802;1,808542185;2,145511406;3
0,142807773;1,049419006;1,278836339;4
0,300474687;-2,306420326;-1,442258366;5
3,122565837;-0,715888533;-0,457825024;6
2,757912331;1,315673502;0,976508116;7
-0,900802902;0,165149523;-2,801210821;8
-2,001023193;-2,48644278;-0,025927523;1
-0,122748379;1,134239668;3,094451874;2
2,746829609;1,537506659;-0,528631477;3
2,072143149;1,444685003;-1,79462709;4
-1,651501695;0,422633128;2,487420865;1
2,381939343;0,223828721;2,254272432;2
0,720667599;1,211240834;2,929153914;3
3,139490507;0,112979681;-0,28965282;4
1,501658506;-1,352943702;-2,147814656;5
2,501054119;-1,846302674;0,743183318;6
2,560668013;0,58387109;0,639895505;7
0,283847349;2,099472767;-2,560824299;8
-1,044977677;-2,936557588;-1,125189032;1
-0,801527541;-0,185445534;2,649163369;2
-3,110887588;0,709187727;0,954093794;1
2,749832604;0,895783633;1,63927595;2
0,103861694;1,361170737;1,85688317;3
1,065018804;0,480093103;0,870130899;4
1,692188488;-0,887413295;-2,478792427;5
2,964314275;-1,401985102;-0,294960442;6
-1,567688646;-2,235997772;0,946041542;1
0,37565787;0,645890212;2,373945571;2
-1,354355358;0,666637382;2,807054997;1
2,9013138;-0,561199428;1,496179017;2
0,351839831;-1,891458396;-1,716426597;5
2,631268349;-0,875721248;-0,655513879;6
-0,142931129;-2,468679554;-1,725278395;1
0,357938251;0,785392523;1,894127771;2
-2,653101108;-0,840188197;1,782391404;1
1,087782774;-2,379387895;1,989084156;2
0,725577269;-2,266147597;-2,26646442;5
2,766489465;-0,137412834;-1,694566674;6
-1,49098224;-1,823868488;1,732588634;1
-0,052691953;-0,246209757;1,732967549;2
-2,872524822;0,203567264;0,025785238;1
1,147758709;-3,004621694;0,838365081;2
1,369470693;-1,733695863;-2,443710202;5
0,902718574;-1,134009874;-1,695205361;6
-0,25479277;-2,517363234;-0,861427848;1
-0,803233722;0,772749115;2,732380978;2
-3,065320764;-0,245230312;-0,08103452;1
0,792845416;-3,183336693;0,534889377;2
2,104686259;-2,447026222;-0,800554065;5
2,645446947;0,574599459;-1,763842424;6
-1,060691401;-3,043055856;-0,242430489;1
0,139025799;1,522918786;2,920087821;2
-2,647199368;0,274509313;1,441253792;1
2,648562127;0,477337174;1,915678641;2
2,482774767;0,105483916;-2,183014924;5
3,039881644;-0,836148985;-0,936051694;6
-0,036297822;-3,173543576;-0,991596609;1
0,223174097;1,637007823;2,440606064;2
-2,681472729;0,406000711;0,469539777;1
1,938980192;-0,084572674;2,690977031;2
-1,996328678;-2,401724026;-0,518675627;1
0,628277088;-1,479884665;1,636903005;2
-1,399852836;-0,12471849;1,649769699;1
1,633569286;-1,535955762;1,227662991;2
-2,319522677;0,60915511;1,266210435;1
0,620593273;-2,525322197;2,076524475;2
